agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,36,4,upper,TRUE,Alfredo Ocampo,mayor,,resA,munhall,889459,2608.78,41.04,Win re-election | Build road to farm area | Increase family wealth | Fund school renovation,0.478,0.474,0.733,0.605,0.631,0.275,-0.034
2,M,52,5,upper,TRUE,Juan Navarro,vice_mayor,Aquino,resA,munhall,629373.01,2248.69,43.58,Audit infrastructure contracts | Run for mayor | Build political base,0.637,0.697,0.506,0.484,0.68,0.282,0.845
245,F,57,4,mid,TRUE,Corazon Magno,nurse,,resB,hospital,54524.34,559.87,55.34,Treat patients | Report supply shortages,0.813,0.679,0.787,0.467,0.762,0.95,0.083
246,F,60,5,mid,TRUE,Cristina Padilla,nurse,,resB,hospital,64913.33,448.89,66.86,Treat patients | Report supply shortages,0.714,0.465,0.461,0.524,0.491,0.88,0.073
247,F,18,4,mid,TRUE,Annaliza Magno,nurse,,resB,hospital,65706.83,519.18,68.93,Treat patients | Report supply shortages,0.571,0.307,0.28,0.599,0.28,0.775,0.168
248,F,47,5,mid,TRUE,Felicitas Valdez,nurse,,resB,hospital,78095.37,565.46,62.52,Treat patients | Report supply shortages,0.831,0.257,0.656,0.579,0.523,1,0.021
249,F,57,5,mid,TRUE,Annaliza Ferrer,nurse,,resB,hospital,67336.79,560.78,59.22,Treat patients | Report supply shortages,0.8,0.593,0.33,0.886,0.499,0.722,0.148
250,M,63,3,lower,TRUE,Rodel Bautista,police,,resB,police,47704.52,521.7,61.69,Increase household income | Protect family welfare | Improve social standing,0.56,0.716,0.636,0.456,0.6,0.536,0.042
251,M,63,4,lower,TRUE,Willy Bautista,police,,resB,police,44585.57,487.14,41.6,Increase household income | Protect family welfare | Improve social standing,0.506,0.394,0.347,0.737,0.622,0.472,-0.051
252,M,61,4,mid,TRUE,Rodel Valdez,police,,resB,police,63312.48,550.74,66.5,Increase household income | Protect family welfare | Improve social standing,0.497,0.599,0.713,0.702,0.56,0.773,-0.086
253,M,29,4,lower,TRUE,Diosdado Castro,police,,resB,police,49940.49,479.03,60.48,Increase household income | Protect family welfare | Improve social standing,0.307,0.553,0.114,0.49,0.745,0.507,0.177
254,M,39,3,lower,TRUE,Yohan Gonzales,police,,resB,police,39123.63,610.9,72.06,Increase household income | Protect family welfare | Improve social standing,0.49,0.422,0.346,0.632,0.632,0.381,0.129
255,M,63,3,mid,TRUE,Salvador Jacinto,police,,resB,police,53613.54,590.24,59.38,Increase household income | Protect family welfare | Improve social standing,0.632,0.656,0.636,0.382,0.604,0.342,-0.035
256,F,63,3,mid,TRUE,Daisy Dizon,police,,resB,police,55830.07,401.65,59.68,Increase household income | Protect family welfare | Improve social standing,0.659,0.675,0.593,0.485,0.294,0.444,0.075
257,M,27,2,mid,TRUE,Oscar Mendoza,police,,resB,police,67388.13,516.47,67.49,Increase household income | Protect family welfare | Improve social standing,0.613,0.391,0.571,0.506,0.464,0.534,0.195
258,M,62,3,mid,TRUE,Carlos Manalo,police,,resB,police,70879.87,425.81,59.64,Increase household income | Protect family welfare | Improve social standing,0.501,0.462,0.527,0.436,0.666,0.319,-0.029
259,F,58,4,mid,TRUE,Trinidad Tolentino,police,,resB,police,59882.69,583.53,67.33,Increase household income | Protect family welfare | Improve social standing,0.214,0.744,0.628,0.48,0.477,0.492,0.161
260,M,45,3,mid,TRUE,Bernardo Hernandez,police,,resB,police,57358.08,464.8,46.08,Increase household income | Protect family welfare | Improve social standing,0.305,0.441,0.563,0.118,0.474,0.59,0.054
261,M,60,3,mid,TRUE,Efren Macaraeg,police,,resB,police,65020.55,543.56,41.78,Increase household income | Protect family welfare | Improve social standing,0.636,0.645,0.496,0.634,0.478,0.416,0.18
262,F,31,5,mid,TRUE,Remedios Sy,journalist,,resB,media,51064.65,415.56,59.01,Increase household income | Protect family welfare | Improve social standing,0.645,0.482,0.552,0.323,0.675,0.451,0.021
263,M,57,5,mid,TRUE,Lando Santos,journalist,,resB,media,51056.42,449.06,63.41,Increase household income | Protect family welfare | Improve social standing,0.632,0.581,0.603,0.316,0.779,0.494,0.034
264,M,46,4,lower,TRUE,Juan Dizon,journalist,,resB,media,46393.17,579.28,68.77,Increase household income | Protect family welfare | Improve social standing,0.646,0.38,0.912,0.318,0.359,0.623,0.012
265,M,61,5,mid,TRUE,Tony Mendoza,auditor,,resA,audit,88231.96,697.71,42.29,Increase household income | Protect family welfare | Improve social standing,0.829,0.441,0.136,0.468,0.836,0.826,0.101
266,M,22,4,mid,TRUE,Gregorio Hernandez,auditor,,resA,audit,89830.69,653.78,56.07,Increase household income | Protect family welfare | Improve social standing,0.523,0.445,0.756,0.461,0.435,0.217,0
267,M,57,1,lower,TRUE,Diosdado Santos,farmer,,resC,farm,19157.61,253.77,63.57,Achieve good harvest | Fix irrigation access,0.417,0.43,0.516,0.815,0.339,0.637,0.06
268,M,48,1,lower,TRUE,Alfredo Torres,farmer,,resC,farm,27285.97,294.02,55.32,Achieve good harvest | Fix irrigation access,0.582,0.445,0.564,0.669,0.529,0.376,0.019
269,M,18,3,lower,TRUE,Bernardo Flores,farmer,,resC,farm,15112.24,150.56,67.83,Achieve good harvest | Fix irrigation access,0.698,0.613,0.555,0.52,0.581,0.479,0.119
270,M,50,1,lower,TRUE,Fernando Castro,farmer,,resC,farm,19884.27,141.87,52.03,Achieve good harvest | Fix irrigation access,0.611,0.511,0.347,0.594,0.621,0.458,0.024
271,M,36,3,lower,TRUE,Ramon Hernandez,farmer,,resC,farm,26903.08,156.71,74.8,Achieve good harvest | Fix irrigation access,0.652,0.78,0.533,0.789,0.59,0.221,0.038
272,M,57,3,lower,TRUE,Pablo Gregorio,farmer,,resC,farm,25622.27,290.87,71.5,Achieve good harvest | Fix irrigation access,0.797,0.64,0.366,0.711,0.652,0.658,-0.005
273,F,26,3,lower,TRUE,Remedios Magno,farmer,,resC,farm,20085.03,285.37,65.89,Achieve good harvest | Fix irrigation access,0.433,0.402,0.414,0.798,0.487,0.506,0.031
274,M,58,1,lower,TRUE,Ramon Cruz,farmer,,resC,farm,25394.06,167.08,44.9,Achieve good harvest | Fix irrigation access,0.462,0.533,0.435,0.879,0.592,0.683,0.062
275,M,27,2,lower,TRUE,Vicente Torres,farmer,,resC,farm,23782.87,258.87,71.29,Achieve good harvest | Fix irrigation access,0.724,0.328,0.576,0.518,0.512,0.397,0.062
276,F,61,1,lower,TRUE,Annaliza Gonzales,farmer,,resC,farm,19521.38,255.51,48.36,Achieve good harvest | Fix irrigation access,0.755,0.374,0.55,0.637,0.435,0.5,0.189
277,M,41,1,lower,TRUE,Juan Mabini,farmer,,resC,farm,15311.45,254.88,47.66,Achieve good harvest | Fix irrigation access,0.511,0.531,0.709,0.63,0.74,0.451,0.046
278,F,65,2,lower,TRUE,Daisy Macaraeg,farmer,,resC,farm,24392.44,244.62,64.63,Achieve good harvest | Fix irrigation access,0.688,0.815,0.391,0.829,0.456,0.513,0.056
279,F,49,2,lower,TRUE,Maria Domingo,farmer,,resC,farm,12225.9,326.45,58.07,Achieve good harvest | Fix irrigation access,0.701,0.694,0.355,0.864,0.593,0.345,0.006
280,M,39,3,lower,TRUE,Rodel Magno,farmer,,resC,farm,23731.48,306.7,68.59,Achieve good harvest | Fix irrigation access,0.719,0.391,0.523,0.879,0.484,0.584,0.098
281,F,27,1,lower,TRUE,Esperanza Hernandez,farmer,,resC,farm,24649.77,298.21,44.72,Achieve good harvest | Fix irrigation access,0.522,0.347,0.318,0.583,0.405,0.56,0.054
282,M,48,2,lower,TRUE,Fernando Torres,farmer,,resC,farm,18719.94,158.1,73.15,Achieve good harvest | Fix irrigation access,0.76,0.415,0.172,0.922,0.3,0.266,-0.035
283,M,32,2,lower,TRUE,Ulysses Gonzales,farmer,,resC,farm,19268.84,329.92,51.99,Achieve good harvest | Fix irrigation access,0.698,0.322,0.577,0.433,0.591,0.7,0.036
284,F,50,1,lower,TRUE,Cely Magno,farmer,,resC,farm,24674.38,282.33,61.52,Achieve good harvest | Fix irrigation access,0.678,0.564,0.613,0.563,0.425,0.541,-0.088
285,M,48,2,lower,TRUE,Salvador Tolentino,farmer,,resC,farm,15252.02,271.8,70.62,Achieve good harvest | Fix irrigation access,0.426,0.228,0.493,0.698,0.709,0.414,0.109
286,M,34,1,lower,TRUE,Pedro Reyes,farmer,,resC,farm,21091.76,140.8,42.93,Achieve good harvest | Fix irrigation access,0.71,0.192,0.602,0.532,0.397,0.552,0.079
287,F,45,3,lower,TRUE,Trinidad Bonifacio,farmer,,resC,farm,18120.03,272.08,62.81,Achieve good harvest | Fix irrigation access,0.534,0.465,0.718,0.71,0.45,0.379,-0.024
288,M,63,2,lower,TRUE,Dante Mabini,farmer,,resC,farm,15638.76,296.32,48.88,Achieve good harvest | Fix irrigation access,0.564,0.724,0.505,0.545,0.536,0.332,-0.008
289,M,42,3,lower,TRUE,Pedro Dela Cruz,farmer,,resC,farm,22018.98,162.47,61.49,Achieve good harvest | Fix irrigation access,0.679,0.574,0.576,0.342,0.644,0.605,0.105
290,M,36,3,lower,TRUE,Ernesto Garcia,farmer,,resC,farm,13782.79,199.2,72.57,Achieve good harvest | Fix irrigation access,0.675,0.348,0.448,0.662,0.488,0.644,0.02
291,M,32,3,lower,TRUE,Fernando Jacinto,farmer,,resC,farm,21363.75,211.29,41.18,Achieve good harvest | Fix irrigation access,0.862,0.407,0.397,0.576,0.566,0.709,0.08
292,F,22,1,lower,TRUE,Elvira Dizon,farmer,,resC,farm,16973.83,289.98,60.51,Achieve good harvest | Fix irrigation access,0.708,0.525,0.588,0.7,0.761,0.495,0.055
293,M,50,1,lower,TRUE,Bernardo Lopez,farmer,,resC,farm,25359.25,237.33,54.14,Achieve good harvest | Fix irrigation access,0.571,0.31,0.38,0.631,0.543,0.402,-0.099
294,M,33,2,lower,TRUE,Zaldy Jacinto,farmer,,resC,farm,21021.53,213.46,55.5,Achieve good harvest | Fix irrigation access,0.463,0.497,0.634,0.821,0.491,0.686,0.013
295,F,51,3,lower,TRUE,Maria Gregorio,farmer,,resC,farm,27511.1,247.26,48.05,Achieve good harvest | Fix irrigation access,0.407,0.549,0.573,0.713,0.694,0.588,-0.005
296,M,65,3,lower,TRUE,Hernando Salazar,farmer,,resC,farm,25168.73,226.23,52.37,Achieve good harvest | Fix irrigation access,0.656,0.401,0.687,0.824,0.526,0.446,0.168
297,M,60,2,lower,TRUE,Pedro Mercado,farmer,,resC,farm,22421.66,209.82,67.26,Achieve good harvest | Fix irrigation access,0.591,0.391,0.506,0.818,0.537,0.782,-0.064
298,M,43,1,lower,TRUE,Crisanto Gonzales,farmer,,resC,farm,16423.73,231.91,46.4,Achieve good harvest | Fix irrigation access,0.881,0.424,0.41,0.795,0.748,0.315,0.129
299,M,62,1,lower,TRUE,Pedro Jacinto,farmer,,resC,farm,18793.03,221.45,74.18,Achieve good harvest | Fix irrigation access,0.853,0.59,0.315,0.725,0.35,0.498,0.109
300,M,31,2,lower,TRUE,Tomas Ong,farmer,,resC,farm,20455.7,306.27,61.46,Achieve good harvest | Fix irrigation access,0.648,0.692,0.406,0.884,0.488,0.689,0.01
301,M,27,3,lower,TRUE,Eduardo Magno,farmer,,resC,farm,23210.76,273.29,48.25,Achieve good harvest | Fix irrigation access,0.674,0.404,0.534,0.772,0.404,0.45,0.03
302,M,43,1,lower,TRUE,Fernando Garcia,farmer,,resC,farm,18386.79,163.78,50.5,Achieve good harvest | Fix irrigation access,0.632,0.412,0.006,0.701,0.606,0.353,0.069
303,M,40,3,lower,TRUE,Ernesto Aquino,farmer,,resC,farm,15920.75,299.12,68.35,Achieve good harvest | Fix irrigation access,0.625,0.612,0.536,0.643,0.496,0.384,0.003
304,M,47,3,lower,TRUE,Eduardo Villanueva,farmer,,resC,farm,11385.74,244.34,55.64,Achieve good harvest | Fix irrigation access,0.408,0.399,0.094,0.6,0.471,0.63,-0.076
305,F,56,3,lower,TRUE,Violeta Soriano,farmer,,resC,farm,24032.9,271.88,50.97,Achieve good harvest | Fix irrigation access,0.381,0.234,0.318,0.797,0.23,0.684,0.096
306,M,65,3,lower,TRUE,Berto Mendoza,farmer,,resC,farm,24871.3,335.18,44.38,Achieve good harvest | Fix irrigation access,0.799,0.33,0.731,0.607,0.337,0.478,-0.03
307,M,59,2,lower,TRUE,Pablo Torres,farmer,,resC,farm,13210.95,301.3,42.91,Achieve good harvest | Fix irrigation access,0.635,0.561,0.784,0.82,0.467,0.49,-0.021
308,F,52,2,lower,TRUE,Elvira Valdez,farmer,,resC,farm,14871.87,165.06,51.38,Achieve good harvest | Fix irrigation access,0.602,0.623,0.444,0.643,0.519,0.469,0.043
309,F,48,3,lower,TRUE,Imelda Dela Cruz,farmer,,resC,farm,23831.91,212.77,62.39,Achieve good harvest | Fix irrigation access,0.841,0.774,0.306,0.651,0.26,0.567,0.06
310,F,48,2,lower,TRUE,Maria Guevarra,farmer,,resC,farm,22649.98,212.52,56.42,Achieve good harvest | Fix irrigation access,0.466,0.551,0.492,0.827,0.776,0.5,-0.098
311,F,32,2,lower,TRUE,Cely Guevarra,farmer,,resC,farm,16500.5,264.6,65.02,Achieve good harvest | Fix irrigation access,0.66,0.307,0.555,0.519,0.617,0.787,0.094
312,M,26,2,lower,TRUE,Rodel Rizal,farmer,,resC,farm,16330.48,200.51,49.41,Achieve good harvest | Fix irrigation access,0.472,0.372,0.564,0.503,0.459,0.388,-0.044
313,M,46,3,lower,TRUE,Pedro Torres,farmer,,resC,farm,21038.72,248,74.03,Achieve good harvest | Fix irrigation access,0.442,0.546,0.447,0.534,0.463,0.578,-0.015
314,F,27,1,lower,TRUE,Milagros Pascual,farmer,,resC,farm,14661.99,305.85,41.11,Achieve good harvest | Fix irrigation access,0.622,0.514,0.532,0.853,0.539,0.328,-0.076
315,M,65,1,lower,TRUE,Hernando Navarro,farmer,,resC,farm,26159.22,309.28,48.71,Achieve good harvest | Fix irrigation access,0.752,0.573,0.602,0.969,0.615,0.243,0.131
316,M,25,2,lower,TRUE,Rolando Rizal,farmer,,resC,farm,22705.7,238.54,65.49,Achieve good harvest | Fix irrigation access,0.594,0.434,0.448,0.611,0.207,0.745,0.123
317,M,33,1,lower,TRUE,Juan Tolentino,farmer,,resC,farm,19202.22,253.5,67.8,Achieve good harvest | Fix irrigation access,0.557,0.635,0.711,0.771,0.609,0.482,0.075
318,M,21,2,lower,TRUE,Eduardo Gregorio,farmer,,resC,farm,25828.94,287.72,72.58,Achieve good harvest | Fix irrigation access,0.636,0.333,0.381,0.618,0.574,0.547,0.199
319,M,64,1,lower,TRUE,Manny Santos,farmer,,resC,farm,13946.73,336.34,65.66,Achieve good harvest | Fix irrigation access,0.53,0.484,0.369,0.71,0.299,0.423,-0.094
320,F,53,1,lower,TRUE,Lita Padilla,farmer,,resC,farm,15324.83,316.37,49.64,Achieve good harvest | Fix irrigation access,0.44,0.515,0.436,0.923,0.536,0.59,0.149
321,F,33,2,lower,TRUE,Lita Mabini,farmer,,resC,farm,17678.11,272.07,40.66,Achieve good harvest | Fix irrigation access,0.671,0.604,0.488,0.843,0.714,0.501,0.157
322,M,20,1,lower,TRUE,Gregorio Santos,farmer,,resC,farm,18938.88,300.24,51.27,Achieve good harvest | Fix irrigation access,0.871,0.443,0.584,0.911,0.509,0.414,-0.071
323,M,22,1,lower,TRUE,Isidro Luna,farmer,,resC,farm,12329.17,237.44,48.96,Achieve good harvest | Fix irrigation access,0.651,0.665,0.659,0.813,0.613,0.312,0.01
324,F,35,3,lower,TRUE,Ana Lopez,farmer,,resC,farm,24799.94,230.38,52.92,Achieve good harvest | Fix irrigation access,0.285,0.517,0.736,0.83,0.678,0.571,0.113
325,F,53,3,lower,TRUE,Elvira Ocampo,farmer,,resC,farm,17538.5,271.61,62.99,Achieve good harvest | Fix irrigation access,0.631,0.448,0.539,0.877,0.587,0.565,0.071
326,M,52,3,lower,TRUE,Yohan Co,farmer,,resC,farm,27036.77,303.95,59.25,Achieve good harvest | Fix irrigation access,0.594,0.244,0.301,0.596,0.453,0.349,0.051
327,M,53,3,lower,TRUE,Manny Ong,farmer,,resC,farm,22035.22,210.76,48.43,Achieve good harvest | Fix irrigation access,0.755,0.391,0.79,0.694,0.319,0.611,0.064
328,M,38,1,lower,TRUE,Noel Ferrer,farmer,,resC,farm,4249.96,232.5,50.56,Achieve good harvest | Fix irrigation access,0.759,0.461,0.307,0.845,0.701,0.478,-0.01
329,M,54,2,lower,TRUE,Crisanto Mendoza,farmer,,resC,farm,19012.89,354.51,48.74,Achieve good harvest | Fix irrigation access,0.405,0.486,0.44,0.671,0.415,0.522,-0.023
330,F,54,2,lower,TRUE,Cely Garcia,farmer,,resC,farm,10314.37,199.7,60.83,Achieve good harvest | Fix irrigation access,0.576,0.261,0.525,0.611,0.605,0.296,-0.01
331,M,58,2,lower,TRUE,Carlos Lim,farmer,,resC,farm,21060.16,167.7,69.73,Achieve good harvest | Fix irrigation access,0.719,0.436,0.617,0.59,0.569,0.468,0.179
332,M,23,1,lower,TRUE,Xavier Dizon,farmer,,resC,farm,12044.86,97.13,73.99,Achieve good harvest | Fix irrigation access,0.47,0.48,0.377,0.647,0.472,0.418,0.126
333,F,48,3,lower,TRUE,Gloria Salazar,farmer,,resC,farm,19602.6,300.26,55.21,Achieve good harvest | Fix irrigation access,0.619,0.417,0.412,0.846,0.494,0.311,0.109
334,M,44,2,lower,TRUE,Tomas Co,farmer,,resC,farm,19459.36,302.74,63.97,Achieve good harvest | Fix irrigation access,0.445,0.619,0.025,0.508,0.39,0.483,0.073
335,F,32,1,lower,TRUE,Trinidad Flores,farmer,,resC,farm,23917.12,168.86,61.81,Achieve good harvest | Fix irrigation access,0.65,0.628,0.356,0.487,0.568,0.622,0.032
336,M,46,2,lower,TRUE,Jose Sy,farmer,,resC,farm,26286.88,181.99,40.48,Achieve good harvest | Fix irrigation access,0.614,0.207,0.538,0.733,0.825,0.392,0.108
337,M,60,3,lower,TRUE,Juan Hernandez,farmer,,resC,farm,19652.72,222.62,64.46,Achieve good harvest | Fix irrigation access,0.647,0.68,0.552,0.875,0.491,0.672,-0.094
338,M,24,1,lower,TRUE,Oscar Luna,farmer,,resC,farm,24953.43,252.6,49.5,Achieve good harvest | Fix irrigation access,0.659,0.608,0.551,0.498,0.707,0.572,0.156
339,M,63,1,lower,TRUE,Juan Aguilar,farmer,,resC,farm,18240.9,237.7,46.96,Achieve good harvest | Fix irrigation access,0.283,0.774,0.264,0.687,0.642,0.402,0.19
340,M,21,3,lower,TRUE,Manny Manalo,farmer,,resC,farm,17391.68,283.46,74.86,Achieve good harvest | Fix irrigation access,0.713,0.44,0.253,0.716,0.726,0.526,0.194
341,F,57,3,lower,TRUE,Imelda Ocampo,farmer,,resC,farm,25839.74,205.97,43.07,Achieve good harvest | Fix irrigation access,0.813,0.325,0.688,0.735,0.484,0.585,0.015
342,F,37,3,lower,TRUE,Cristina Gonzales,farmer,,resC,farm,20732.93,276.31,58.95,Achieve good harvest | Fix irrigation access,0.605,0.586,0.823,0.639,0.41,0.665,0.14
343,F,27,3,lower,TRUE,Rosa Tan,farmer,,resC,farm,25618.21,275.5,65.18,Achieve good harvest | Fix irrigation access,0.303,0.64,0.528,0.483,0.419,0.465,-0.045
344,M,57,3,lower,TRUE,Noel Espiritu,farmer,,resC,farm,23652.9,233.71,67.27,Achieve good harvest | Fix irrigation access,0.713,0.394,0.362,0.786,0.791,0.371,-0.068
345,M,42,2,lower,TRUE,Rolando Gonzales,farmer,,resC,farm,14156.91,258.65,61.16,Achieve good harvest | Fix irrigation access,0.501,0.456,0.526,0.927,0.355,0.677,0.114
346,M,46,3,lower,TRUE,Efren Gregorio,farmer,,resC,farm,21279.91,323.48,47.1,Achieve good harvest | Fix irrigation access,0.655,0.592,0.168,0.915,0.828,0.334,-0.039
347,M,51,3,lower,TRUE,Juan Padilla,farmer,,resC,farm,16835.37,279.58,61.4,Achieve good harvest | Fix irrigation access,0.525,0.648,0.503,0.853,0.736,0.564,0.123
348,F,30,2,lower,TRUE,Yolanda Pascual,farmer,,resC,farm,21407.67,248.56,53.56,Achieve good harvest | Fix irrigation access,0.728,0.605,0.721,0.486,0.505,0.686,0.13
349,M,50,1,lower,TRUE,Gregorio Tolentino,farmer,,resC,farm,16015.12,149.44,56.23,Achieve good harvest | Fix irrigation access,0.793,0.328,0.48,0.788,0.407,0.823,0.094
350,M,62,3,lower,TRUE,Fernando Ramos,farmer,,resC,farm,13341.42,207.56,47.07,Achieve good harvest | Fix irrigation access,0.814,0.412,0.602,0.816,0.41,0.529,0.036
351,M,28,2,lower,TRUE,Crisanto Mabini,farmer,,resC,farm,26797.48,239.32,45.6,Achieve good harvest | Fix irrigation access,0.797,0.627,0.458,0.653,0.436,0.267,0.065
352,F,30,1,lower,TRUE,Ligaya Reyes,farmer,,resC,farm,18416.79,123.64,50.11,Achieve good harvest | Fix irrigation access,0.658,0.432,0.658,0.903,0.622,0.541,-0.046
353,M,33,3,lower,TRUE,Noel Bonifacio,farmer,,resC,farm,15180.84,219.9,54.36,Achieve good harvest | Fix irrigation access,0.315,0.576,0.484,0.696,0.582,0.426,-0.076
354,M,23,1,lower,TRUE,Tony Ocampo,farmer,,resC,farm,20784.54,260.16,60.23,Achieve good harvest | Fix irrigation access,0.408,0.299,0.525,0.793,0.631,0.547,0.081
355,M,37,2,lower,TRUE,Tomas Manalo,farmer,,resC,farm,7961.63,200.42,66.23,Achieve good harvest | Fix irrigation access,0.689,0.496,0.453,0.915,0.439,0.314,0.008
356,M,21,1,lower,TRUE,Crisanto Rizal,farmer,,resC,farm,22835.31,215.47,54.48,Achieve good harvest | Fix irrigation access,0.708,0.271,0.53,0.654,0.425,0.514,-0.037
357,M,26,3,lower,TRUE,Crisanto Salazar,farmer,,resC,farm,11299.41,292.93,49.09,Achieve good harvest | Fix irrigation access,0.537,0.488,0.467,0.498,0.556,0.272,0.073
358,M,31,3,lower,TRUE,Willy Ocampo,farmer,,resC,farm,20278.88,249.63,40.84,Achieve good harvest | Fix irrigation access,0.39,0.474,0.406,0.704,0.318,0.351,0.088
359,F,25,3,lower,TRUE,Remedios Sy,farmer,,resC,farm,19947.99,268.73,50.51,Achieve good harvest | Fix irrigation access,0.733,0.539,0.536,0.603,0.354,0.323,0.065
360,M,27,3,lower,TRUE,Zaldy Mercado,farmer,,resC,farm,25043.11,223.21,56.61,Achieve good harvest | Fix irrigation access,0.445,0.618,0.774,0.63,0.598,0.767,-0.089
361,M,39,2,lower,TRUE,Ramon Flores,farmer,,resC,farm,13088.84,220.12,59.43,Achieve good harvest | Fix irrigation access,0.733,0.398,0.635,0.384,0.671,0.563,-0.094
362,F,38,3,lower,TRUE,Ana Soriano,farmer,,resC,farm,14830.49,293,70.26,Achieve good harvest | Fix irrigation access,0.593,0.537,0.709,0.678,0.607,0.337,0.125
363,F,46,3,lower,TRUE,Rosa Magno,farmer,,resC,farm,19212.37,273.09,67.47,Achieve good harvest | Fix irrigation access,0.449,0.591,0.513,0.864,0.6,0.468,0.133
364,M,26,1,lower,TRUE,Juan Navarro,farmer,,resC,farm,15999.56,325.74,43.44,Achieve good harvest | Fix irrigation access,0.672,0.451,0.408,0.846,0.591,0.408,0.195
365,F,65,2,lower,TRUE,Rosa Macaraeg,farmer,,resC,farm,23120.43,217.55,71.12,Achieve good harvest | Fix irrigation access,0.372,0.695,0.597,0.786,0.78,0.58,-0.069
366,M,57,3,lower,TRUE,Joselito Bautista,farmer,,resC,farm,21063.99,176.2,49.54,Achieve good harvest | Fix irrigation access,0.611,0.286,0.525,0.797,0.458,0.68,-0.053
367,M,26,1,lower,TRUE,Rolando Jacinto,farmer,,resC,farm,20062.49,269.21,61.46,Achieve good harvest | Fix irrigation access,0.638,0.634,0.465,0.775,0.465,0.383,0.002
368,M,30,3,lower,TRUE,Alfredo Dela Cruz,farmer,,resC,farm,14742.15,194.38,55.6,Achieve good harvest | Fix irrigation access,0.74,0.546,0.628,0.777,0.411,0.197,0.007
369,M,32,1,lower,TRUE,Eduardo Bonifacio,farmer,,resC,farm,14595.36,260.92,63.96,Achieve good harvest | Fix irrigation access,0.848,0.459,0.422,0.717,0.63,0.189,0.113
370,M,28,2,lower,TRUE,Salvador Espiritu,farmer,,resC,farm,17383.08,301.55,42.29,Achieve good harvest | Fix irrigation access,0.593,0.642,0.636,1,0.356,0.761,-0.066
371,M,33,3,lower,TRUE,Fernando Magno,farmer,,resC,farm,23826.74,268.28,56.13,Achieve good harvest | Fix irrigation access,0.441,0.419,0.303,0.833,0.65,0.619,0.077
372,M,63,3,lower,TRUE,Efren Ramos,farmer,,resC,farm,21457.21,189.01,48.27,Achieve good harvest | Fix irrigation access,0.498,0.591,0.578,0.515,0.534,0.343,0.099
373,M,49,3,lower,TRUE,Carlos Dela Cruz,farmer,,resC,farm,22173.38,260.16,68.49,Achieve good harvest | Fix irrigation access,0.46,0.408,0.238,0.605,0.668,0.835,0.131
374,M,31,3,lower,TRUE,Quirino Lim,farmer,,resC,farm,17082.92,203.47,50.2,Achieve good harvest | Fix irrigation access,0.617,0.58,0.28,0.578,0.593,0.265,0.085
375,M,26,2,lower,TRUE,Carlos Ong,farmer,,resC,farm,18792.77,267.94,40.28,Achieve good harvest | Fix irrigation access,0.3,0.358,0.379,1,0.108,0.67,0.196
376,M,63,2,lower,TRUE,Vicente Manalo,farmer,,resC,farm,19747.02,262.33,55.11,Achieve good harvest | Fix irrigation access,0.92,0.271,0.692,0.701,0.572,0.49,0.077
377,M,18,1,lower,TRUE,Jose Flores,farmer,,resC,farm,16680.7,289.98,50.1,Achieve good harvest | Fix irrigation access,0.505,0.541,0.538,0.773,0.229,0.401,0.162
378,M,29,2,lower,TRUE,Joselito Guevarra,farmer,,resC,farm,15235.82,277.83,67.61,Achieve good harvest | Fix irrigation access,0.569,0.33,0.079,0.877,0.685,0.609,0.081
379,M,41,1,lower,TRUE,Juan Macaraeg,farmer,,resC,farm,22100.2,219.84,57.56,Achieve good harvest | Fix irrigation access,0.445,0.447,0.441,0.776,0.344,0.38,0.023
380,M,51,3,lower,TRUE,Berto Aguilar,farmer,,resC,farm,10232.77,233.64,66.27,Achieve good harvest | Fix irrigation access,0.457,0.515,0.165,0.515,0.713,0.617,-0.016
381,M,50,2,lower,TRUE,Crisanto Sy,farmer,,resC,farm,19369.92,265.21,52.02,Achieve good harvest | Fix irrigation access,0.357,0.543,0.559,0.685,0.321,0.3,0.134
382,M,28,3,lower,TRUE,Carlos Mabini,farmer,,resC,farm,19970.91,169.43,59.73,Achieve good harvest | Fix irrigation access,0.265,0.682,0.537,0.582,0.831,0.575,-0.082
383,F,18,3,lower,TRUE,Teresita Espiritu,farmer,,resC,farm,22400.88,217.58,44.64,Achieve good harvest | Fix irrigation access,0.872,0.483,0.412,0.613,0.655,0.588,-0.016
384,M,23,1,lower,TRUE,Ernesto Flores,farmer,,resC,farm,18246.92,195.14,67.98,Achieve good harvest | Fix irrigation access,0.692,0.679,0.595,0.833,0.541,0.391,0.159
385,M,25,1,lower,TRUE,Fernando Navarro,farmer,,resC,farm,23260.81,306.99,69.46,Achieve good harvest | Fix irrigation access,0.731,0.286,0.374,0.777,0.372,0.296,-0.084
386,M,46,2,lower,TRUE,Quirino Padilla,farmer,,resC,farm,18438.2,195.47,45.08,Achieve good harvest | Fix irrigation access,0.498,0.575,0.494,0.449,0.356,0.47,0.161
387,M,59,3,lower,TRUE,Vicente Navarro,farmer,,resC,farm,28603.43,201.31,51.72,Achieve good harvest | Fix irrigation access,0.582,0.46,0.686,0.594,0.653,0.457,-0.02
